,user_id,isbn,book_rating,user,book
2147,277478,0670808393,6.0,848,2540
2149,277478,0671020560,7.0,848,2581
2165,277478,0752853694,10.0,848,3076
2171,277478,0789477831,6.0,848,3171
2172,277478,0789477858,6.0,848,3172
2174,277478,0810945797,10.0,848,3256
2175,277478,0810946122,9.0,848,3257
2180,277478,0831759267,10.0,848,3379
2185,277478,0882668099,7.0,848,3498
2187,277478,0907849741,5.0,848,3613
2190,277478,1558745718,8.0,848,3758
2192,277478,1740595904,7.0,848,3900
2198,277478,1903919134,7.0,848,3975
2200,277478,2723426890,6.0,848,4104
2203,277478,382289642X,7.0,848,4337
2204,277478,8493127817,9.0,848,4433
2221,277478,9068340344,7.0,848,4465
2225,277479,1588515893,9.0,849,3891
2226,277486,0812520165,8.0,850,3289
2229,277502,0385482388,9.0,851,1188
2230,277506,0553148001,10.0,852,2204
2231,277508,0446609781,8.0,853,1751
2233,277509,0192823523,8.0,854,442
2235,277509,0385492103,8.0,854,1201
2236,277509,1400030382,9.0,854,3678
2237,277509,2221090810,10.0,854,4032
2238,277509,9724115380,9.0,854,4471
2244,277514,3453042476,7.0,855,4223
2247,277517,0452282152,8.0,856,2035
2248,277517,0525946241,9.0,856,2171
2249,277517,0553272586,10.0,856,2262
2250,277517,0767904311,9.0,856,3109
2252,277519,0895261901,10.0,857,3584
2253,277523,0312289723,10.0,858,526
2254,277523,0316603570,10.0,858,626
2255,277523,0316693200,10.0,858,629
2256,277523,0345452577,10.0,858,817
2257,277523,0345452593,10.0,858,818
2258,277523,0385336322,10.0,858,1168
2259,277523,0385336357,10.0,858,1169
2260,277523,0385508042,10.0,858,1217
2261,277523,0385510438,10.0,858,1220
2262,277523,039915180X,10.0,858,1345
2263,277523,0399151877,10.0,858,1346
2264,277523,0440241537,10.0,858,1608
2265,277523,0446530891,10.0,858,1720
2266,277523,0446613843,10.0,858,1774
2267,277523,0515133302,10.0,858,2122
2268,277523,0517162768,10.0,858,2140
2269,277523,055308576X,10.0,858,2189
2270,277523,0553801589,10.0,858,2401
2271,277523,0553803409,10.0,858,2403
2272,277523,0671886665,10.0,858,2757
2273,277523,0684835983,10.0,858,2865
2274,277523,0739442309,10.0,858,2978
2275,277523,0743206045,10.0,858,2995
2276,277523,0785275967,7.0,858,3131
2278,277523,1558744150,10.0,858,3754
2280,277526,0340657987,8.0,859,671
2282,277527,0316777722,10.0,860,638
2283,277527,0374516812,10.0,860,956
2284,277527,0375707166,9.0,860,1002
2285,277527,0679439382,7.0,860,2782
2286,277527,0679723161,8.0,860,2795
2288,277527,0688178456,8.0,860,2916
2289,277527,0805048782,7.0,860,3229
2291,277529,0064400557,8.0,861,234
2293,277532,1550544683,7.0,862,3694
2294,277533,0452268060,7.0,863,2024
2295,277533,0679734775,6.0,863,2806
2296,277535,0316601950,9.0,864,624
2297,277535,034543739X,7.0,864,799
2299,277538,0911913009,10.0,865,3615
2300,277544,0553587196,8.0,866,2399
2301,277544,0743482077,6.0,866,3056
2302,277547,3404149114,3.0,867,4158
2303,277548,0970172605,10.0,868,3667
2304,277554,0345392825,9.0,869,764
2305,277554,0345435168,3.0,869,798
2309,277554,0452268060,5.0,869,2024
2310,277554,0553211803,7.0,869,2217
2313,277556,0345318587,10.0,870,698
2314,277559,1582790671,7.0,871,3877
2316,277562,0140043519,9.0,872,285
2317,277562,0140274286,6.0,872,333
2321,277562,0571212018,5.0,872,2409
2322,277562,0751310158,5.0,872,3070
2325,277562,0879052473,8.0,872,3483
2326,277562,0934802904,5.0,872,3640
2327,277562,1858286018,9.0,872,3927
2328,277563,0061053775,5.0,873,181
2329,277563,0312971400,6.0,873,571
2330,277563,0312986769,7.0,873,591
2331,277563,0312995431,9.0,873,598
2333,277563,044667883X,5.0,873,1784
2334,277563,0525937021,7.0,873,2161
2341,277565,0385305893,5.0,874,1140
2343,277565,0671741403,5.0,874,2715
2345,277565,0803701225,8.0,874,3202
2347,277568,0553583956,5.0,875,2392
2351,277574,1885403003,10.0,876,3951
2353,277575,0142004235,5.0,877,399
2354,277575,0446301582,9.0,877,1665
2355,277575,0446608262,9.0,877,1743
2360,277585,0715309404,8.0,878,2950
2361,277586,0312202318,2.0,879,502
2362,277588,8401463017,8.0,880,4343
2363,277588,8401499585,8.0,880,4346
2364,277588,8408039369,6.0,880,4348
2365,277588,8478884661,7.0,880,4418
2367,277589,0425125467,8.0,881,1389
2370,277589,0553263226,9.0,881,2247
2371,277589,0671026704,7.0,881,2596
2372,277589,0812579402,9.0,881,3336
2377,277598,0375707972,8.0,882,1004
2378,277601,0312421273,3.0,883,535
2379,277601,0679771476,7.0,883,2832
2382,277605,8787498782,7.0,884,4438
2384,277610,0688150772,8.0,885,2900
2385,277619,0618002219,8.0,886,2523
2386,277622,0671025368,10.0,887,2591
2387,277623,002542730X,5.0,888,19
2388,277623,0028604199,9.0,888,22
2389,277623,0140340203,9.0,888,351
2390,277623,0312167792,7.0,888,494
2391,277623,0312290659,9.0,888,527
2392,277623,0786890436,4.0,888,3167
2393,277623,1400031346,8.0,888,3679
2394,277623,1400031354,8.0,888,3680
2395,277623,1588720756,6.0,888,3892
2399,277627,3423124199,10.0,889,4175
2400,277627,3423125756,10.0,889,4178
2403,277629,0312857322,7.0,890,545
2405,277629,0374184232,4.0,890,947
2406,277629,0380005166,7.0,890,1035
2407,277629,0380018179,8.0,890,1042
2408,277629,0385472943,8.0,890,1182
2409,277629,0399132414,9.0,890,1299
2410,277629,0425116840,6.0,890,1385
2411,277629,0440241073,8.0,890,1606
2413,277629,0671000306,7.0,890,2552
2414,277629,0671000314,8.0,890,2553
2415,277629,0671026682,7.0,890,2595
2417,277629,0671795740,9.0,890,2734
2420,277633,0553245694,7.0,891,2230
2433,277639,030702024X,8.0,892,470
2434,277639,0307605701,9.0,892,479
2447,277639,0345335058,6.0,892,710
2448,277639,0345346777,8.0,892,719
2450,277639,034539657X,8.0,892,767
2490,277639,0380001799,7.0,892,1032
2496,277639,0380707837,6.0,892,1055
2499,277639,0380731851,6.0,892,1078
2514,277639,0425071014,6.0,892,1373
2516,277639,0425107507,9.0,892,1381
2522,277639,0425142485,7.0,892,1403
2523,277639,0425147363,8.0,892,1406
2524,277639,042516098X,5.0,892,1410
2537,277639,0440211727,8.0,892,1539
2540,277639,0440214041,9.0,892,1542
2546,277639,0440430712,7.0,892,1621
2556,277639,0446794031,8.0,892,1786
2557,277639,0448027011,8.0,892,1789
2562,277639,0449200256,8.0,892,1805
2565,277639,044921852X,7.0,892,1825
2569,277639,0451085108,9.0,892,1863
2578,277639,0451162145,8.0,892,1874
2603,277639,0553235354,8.0,892,2226
2608,277639,0553297260,8.0,892,2295
2617,277639,0553579754,7.0,892,2370
2622,277639,0590088203,7.0,892,2418
2649,277639,0671416367,7.0,892,2621
2657,277639,0671823035,7.0,892,2741
2675,277639,0812543262,8.0,892,3320
2681,277639,082173766X,6.0,892,3361
2694,277641,0375406328,7.0,893,962
2695,277641,0452277337,8.0,893,2028
2697,277646,0451210980,9.0,894,1945
2698,277647,067976397X,8.0,895,2823
2700,277648,0679745580,8.0,896,2814
2701,277650,0451622898,10.0,897,2016
2704,277651,0743225406,8.0,898,3004
2706,277657,1882943155,10.0,899,3946
2707,277660,2070360016,7.0,900,3997
2708,277660,2253006629,8.0,900,4041
2711,277662,051510566X,5.0,901,2086
2712,277662,052594544X,4.0,901,2169
2717,277662,0743206061,4.0,901,2996
2719,277662,0764222171,3.0,901,3091
2720,277662,087542127X,5.0,901,3463
2721,277662,0886777011,9.0,901,3542
2722,277665,3453007867,9.0,902,4222
2727,277680,2070541886,6.0,903,4025
2728,277680,2253054615,3.0,903,4051
2739,277681,2070381803,8.0,904,4005
2741,277681,2070425525,7.0,904,4020
2742,277681,2253016950,5.0,904,4045
2745,277681,2253057649,4.0,904,4052
2749,277681,2266000489,7.0,904,4081
2750,277681,229031465X,7.0,904,4096
2751,277682,0060096209,7.0,905,45
2753,277687,3423128178,6.0,906,4179
2756,277691,0446607657,9.0,907,1741
2757,277696,0449208281,9.0,908,1809
2758,277697,0395680905,10.0,909,1283
2759,277698,0316769487,6.0,910,636
2760,277698,0425171396,8.0,910,1424
2761,277700,0399145850,9.0,911,1320
2765,277710,0061015725,4.0,912,161
2766,277710,0312983395,5.0,912,586
2768,277710,0425192032,9.0,912,1474
2769,277710,0446611638,5.0,912,1765
2770,277710,0446613843,6.0,912,1774
2771,277710,0451208765,10.0,912,1937
2772,277710,0451210840,5.0,912,1942
2774,277710,0451210867,5.0,912,1943
2775,277710,0451210875,8.0,912,1944
2776,277710,0553582763,6.0,912,2384
2779,277711,0140058494,7.0,913,287
2780,277711,0140512276,5.0,913,372
2787,277711,0449911160,6.0,913,1858
2790,277711,0553282980,5.0,913,2280
2791,277711,0671755056,10.0,913,2725
2792,277711,0812967224,7.0,913,3345
2794,277711,1573227889,10.0,913,3843
2796,277711,1853752797,5.0,913,3918
2802,277711,3499100045,10.0,913,4266
2806,277711,3821805897,6.0,913,4333
2808,277712,8817106100,9.0,914,4455
2809,277714,089296751X,10.0,915,3576
2811,277720,1551663058,5.0,916,3700
2812,277722,0061031070,7.0,917,170
2813,277722,0449005615,10.0,917,1797
2815,277722,0553381520,8.0,917,2317
2816,277722,0804114986,8.0,917,3219
2817,277727,345308201X,7.0,918,4224
2818,277727,3453171861,10.0,918,4240
2819,277727,3453198875,10.0,918,4243
2820,277728,0451167783,7.0,919,1883
2821,277737,0440217520,8.0,920,1549
2823,277737,0743469984,8.0,920,3054
2825,277740,185326086X,10.0,921,3914
2827,277743,0446310786,9.0,922,1668
2828,277744,0061031550,8.0,923,172
2829,277744,0312421273,7.0,923,535
2830,277744,0316117064,8.0,923,606
2831,277744,0345339681,3.0,923,713
2832,277744,0345377443,8.0,923,747
2833,277744,0375760245,7.0,923,1023
2834,277744,0385491328,8.0,923,1199
2835,277744,0440235162,5.0,923,1589
2837,277744,0452279844,5.0,923,2031
2838,277744,0553213997,5.0,923,2221
2839,277744,0553298240,7.0,923,2298
2840,277744,0609806564,8.0,923,2520
2841,277744,0679416498,10.0,923,2770
2843,277744,0871137240,5.0,923,3444
2845,277744,0880482605,7.0,923,3491
2846,277744,0887307876,9.0,923,3554
2847,277744,0929634063,10.0,923,3630
2848,277744,1551660717,8.0,923,3698
2850,277744,1585360384,6.0,923,3881
2853,277746,0553576194,8.0,924,2359
2855,277746,0843950366,9.0,924,3417
2856,277748,881715010X,6.0,925,4456
2857,277752,0316666343,7.0,926,627
2858,277752,0679734775,8.0,926,2806
2860,277756,0385484518,7.0,927,1193
2861,277759,0553211404,7.0,928,2215
2862,277761,0385502532,8.0,929,1213
2863,277764,0399501487,9.0,930,1348
2864,277765,0553272535,8.0,931,2261
2865,277767,3423125659,7.0,932,4177
2868,277774,0451524462,7.0,933,2006
2870,277776,0345339681,7.0,934,713
2872,277778,0061097314,8.0,935,207
2875,277782,0425173739,7.0,936,1428
2876,277783,0380778556,8.0,937,1089
2877,277784,0440802911,8.0,938,1632
2880,277788,0440407524,8.0,939,1614
2884,277794,0440967694,8.0,940,1638
2885,277795,0064406601,5.0,941,241
2886,277797,0440228441,8.0,942,1585
2887,277798,0385484518,8.0,943,1193
2889,277800,0590684841,7.0,944,2495
2890,277801,0380750260,7.0,945,1079
2891,277802,0553210793,6.0,946,2213
2892,277803,0142001740,8.0,947,395
2893,277807,0345443284,5.0,948,806
2894,277808,0553272535,9.0,949,2261
2902,277817,0425173755,10.0,950,1429
2905,277820,0689843186,8.0,951,2935
2906,277823,0140345353,8.0,952,353
2907,277824,0141310073,9.0,953,386
2908,277825,0060931396,10.0,954,123
2910,277827,0380778556,9.0,955,1089
2911,277828,0380778556,8.0,956,1089
2912,277830,0140118993,10.0,957,302
2915,277833,0809015803,10.0,958,3250
2917,277835,014032724X,10.0,959,350
2924,277844,0140345353,8.0,960,353
2935,277872,1410749029,10.0,961,3690
2936,277873,0395977894,10.0,962,1293
2937,277873,042518336X,5.0,962,1455
2938,277873,0553575538,6.0,962,2357
2940,277873,0767903579,7.0,962,3107
2942,277877,0425126064,5.0,963,1390
2943,277879,0373152604,5.0,964,858
2945,277879,0380710056,6.0,964,1057
2948,277879,0451204492,7.0,964,1922
2949,277879,0505522004,7.0,964,2072
2952,277879,0671759361,8.0,964,2727
2953,277879,0743438035,7.0,964,3045
2955,277879,0843943289,7.0,964,3412
2958,277879,1557734569,7.0,964,3739
2977,277884,0380789019,7.0,965,1094
2983,277898,1558744606,8.0,966,3755
2984,277901,0064440044,10.0,967,248
2986,277901,0140239820,7.0,967,318
2987,277901,0330484338,8.0,967,665
2990,277901,0446672211,7.0,967,1776
2991,277901,0446675059,7.0,967,1779
2992,277901,0452282152,8.0,967,2035
2993,277901,0525446044,7.0,967,2155
2995,277901,0525458417,5.0,967,2157
2997,277901,0671876295,5.0,967,2753
2998,277901,0679427430,8.0,967,2777
3000,277901,0803717377,6.0,967,3204
3001,277901,0894716174,9.0,967,3579
3002,277901,089480751X,6.0,967,3582
3003,277901,0962756245,9.0,967,3654
3004,277903,0440226430,8.0,968,1582
3005,277904,006019491X,7.0,969,67
3007,277909,0896592413,8.0,970,3595
3008,277911,0399138250,10.0,971,1304
3009,277913,0452284937,4.0,972,2041
3014,277915,0452269571,8.0,973,2025
3015,277915,0671510053,7.0,973,2632
3017,277918,0766607216,7.0,974,3102
3018,277919,0451206460,9.0,975,1930
3019,277921,0394868161,9.0,976,1275
3020,277921,0394909674,8.0,976,1277
3021,277921,0439104645,9.0,976,1492
3022,277922,0345384377,7.0,977,755
3025,277922,0440225701,6.0,977,1578
3026,277922,0446609943,7.0,977,1752
3027,277922,0451171071,10.0,977,1886
3028,277922,0553580191,9.0,977,2371
3029,277922,0553582917,10.0,977,2386
3035,277923,0061093947,10.0,978,201
3037,277923,0226848639,10.0,978,460
3039,277923,0385492081,9.0,978,1200
3042,277923,0684173182,10.0,978,2846
3043,277923,091988802X,9.0,978,3626
3048,277928,0374266441,9.0,979,949
3049,277928,0374524653,8.0,979,958
3051,277928,0375410287,8.0,979,965
3052,277928,0380978210,4.0,979,1122
3053,277928,0385301499,8.0,979,1138
3059,277928,0394572068,7.0,979,1252
3063,277928,0449908186,10.0,979,1855
3065,277928,0553057014,7.0,979,2185
3068,277928,0670843105,10.0,979,2541
3076,277928,0679751602,10.0,979,2821
3077,277928,0679764925,8.0,979,2825
3078,277928,0679770151,10.0,979,2830
3084,277928,0767915062,9.0,979,3116
3086,277928,0804105820,9.0,979,3209
3089,277928,0812928318,10.0,979,3343
3090,277928,0892963883,6.0,979,3573
3092,277928,0937247065,7.0,979,3642
3093,277928,0937247502,7.0,979,3643
3095,277928,1573220310,10.0,979,3838
3098,277929,0373292341,9.0,980,896
3099,277929,0373440421,6.0,980,900
3100,277929,0380757311,8.0,980,1081
3101,277929,0380782782,9.0,980,1090
3102,277929,0425191001,9.0,980,1470
3103,277929,0440217628,9.0,980,1550
3104,277929,0446302538,8.0,980,1666
3106,277929,0449209148,5.0,980,1810
3107,277929,0451198948,8.0,980,1914
3108,277929,0451404645,7.0,980,1949
3109,277929,0451408373,8.0,980,1951
3110,277929,0451408659,8.0,980,1953
3111,277929,0505523035,10.0,980,2074
3113,277929,0515129968,9.0,980,2109
3114,277929,0553561537,9.0,980,2323
3116,277929,0804117586,6.0,980,3221
3117,277929,0821724479,8.0,980,3359
3118,277929,0821742167,8.0,980,3363
3119,277929,0843932430,7.0,980,3411
3120,277929,1551665522,8.0,980,3706
3125,277937,0060934417,9.0,981,126
3128,277937,0316168815,7.0,981,612
3129,277937,0316785261,6.0,981,645
3130,277937,0345468694,6.0,981,829
3131,277937,0452283205,7.0,981,2036
3132,277937,0452283868,6.0,981,2038
3135,277937,0684848406,6.0,981,2874
3137,277937,0743225325,6.0,981,3003
3138,277937,0743237188,7.0,981,3011
3140,277938,0380723573,10.0,982,1066
3142,277938,0446672211,9.0,982,1776
3143,277938,0451184734,8.0,982,1905
3146,277938,0743437802,9.0,982,3044
3148,277945,0312974256,6.0,983,572
3149,277945,0312980353,8.0,983,580
3150,277945,0312983301,6.0,983,585
3152,277945,0375759689,7.0,983,1021
3153,277945,0380785218,2.0,983,1091
3155,277945,0446610550,7.0,983,1759
3156,277945,0451203771,8.0,983,1920
3157,277945,0451210611,7.0,983,1941
3159,277945,0515121843,7.0,983,2096
3160,277945,051512317X,7.0,983,2099
3161,277945,0515124214,7.0,983,2102
3162,277945,0515134384,7.0,983,2124
3163,277945,0515136263,7.0,983,2128
3165,277945,0515136379,7.0,983,2130
3166,277945,0515136530,7.0,983,2131
3167,277945,0515137111,8.0,983,2133
3168,277946,080505801X,7.0,984,3233
3171,277953,0803251246,8.0,985,3195
3172,277954,0140096922,9.0,986,297
3174,277954,0375507876,9.0,986,984
3179,277954,0500976147,10.0,986,2070
3180,277954,0500976236,10.0,986,2071
3181,277954,0970559100,5.0,986,3668
3183,277954,3822800740,10.0,986,4335
3185,277958,0142001740,9.0,987,395
3186,277959,0156027321,8.0,988,433
3187,277959,0446529788,6.0,988,1719
3188,277959,0553802542,7.0,988,2402
3190,277959,0688179088,8.0,988,2917
3191,277959,0743204697,10.0,988,2992
3192,277959,0767905385,6.0,988,3111
3194,277959,1551668904,7.0,988,3716
3197,277962,0028638670,5.0,989,27
3207,277964,0307101711,10.0,990,473
3210,277965,0062701649,8.0,991,230
3211,277965,0312312873,7.0,991,530
3213,277965,0316789089,5.0,991,646
3223,277965,0374190666,10.0,991,948
3225,277965,0385484518,10.0,991,1193
3226,277965,0395900239,8.0,991,1291
3227,277965,0399141464,8.0,991,1311
3228,277965,0399145087,7.0,991,1319
3234,277965,0446392251,9.0,991,1694
3235,277965,0446526126,8.0,991,1710
3236,277965,044840124X,8.0,991,1790
3237,277965,0486285537,9.0,991,2065
3238,277965,0517705869,8.0,991,2147
3239,277965,0525462325,6.0,991,2158
3240,277965,0671240862,10.0,991,2618
3243,277965,0679457526,9.0,991,2790
3245,277965,0684808943,8.0,991,2854
3246,277965,0684874350,10.0,991,2892
3247,277965,0688151981,9.0,991,2902
3249,277965,0743204735,9.0,991,2993
3250,277965,0761107363,10.0,991,3083
3251,277965,0785263950,10.0,991,3128
3252,277965,0786866845,9.0,991,3148
3253,277965,0786867434,6.0,991,3150
3254,277965,0786881852,7.0,991,3156
3255,277965,0895261901,10.0,991,3584
3256,277965,0937921556,8.0,991,3644
3257,277965,096665370X,8.0,991,3662
3259,277965,1888387408,5.0,991,3957
3260,277969,0446527785,8.0,992,1716
3261,277975,0440216818,9.0,993,1547
3263,277978,0896083535,7.0,994,3594
3264,277982,0312964919,7.0,995,564
3270,277982,0425147711,10.0,995,1408
3273,277982,0446401064,8.0,995,1697
3276,277982,0451206274,7.0,995,1929
3278,277982,0553283960,10.0,995,2281
3280,277982,0743420373,8.0,995,3035
3283,277982,1853260282,5.0,995,3911
3285,277984,0345386108,10.0,996,758
3292,277984,0446611778,10.0,996,1766
3293,277984,0515087491,10.0,996,2078
3294,277984,0515101486,10.0,996,2084
3295,277984,0515104175,10.0,996,2085
3301,277984,1593080549,10.0,996,3897
3306,277988,157174259X,10.0,997,3834
3307,277989,1558745157,6.0,998,3757
3308,277992,0486280500,9.0,999,2059
3309,277992,0855642440,6.0,999,3432
3311,277996,0002240114,6.0,1000,1
3312,277996,0679440526,6.0,1000,2783
3314,277997,067976402X,8.0,1001,2824
3330,278002,0671672878,9.0,1002,2685
3337,278007,0316601950,6.0,1003,624
3338,278007,034543479X,8.0,1003,796
3339,278007,0374480095,8.0,1003,955
3341,278007,0446670251,6.0,1003,1775
3342,278007,0804115761,7.0,1003,3220
3343,278007,0821766570,5.0,1003,3365
3344,278007,1551669110,6.0,1003,3717
3348,278012,0061056200,6.0,1004,182
3351,278012,0140134212,9.0,1004,306
3362,278017,0771087004,5.0,1005,3119
3364,278017,0930345037,8.0,1005,3632
3365,278017,093393114X,5.0,1005,3638
3366,278019,0060196300,6.0,1006,68
3368,278019,0671002384,9.0,1006,2558
3369,278019,0671002406,9.0,1006,2559
3370,278019,0671004247,9.0,1006,2562
3371,278019,0671006754,9.0,1006,2566
3377,278023,1558747281,5.0,1007,3761
3378,278024,0375757597,1.0,1008,1020
3380,278026,0060008350,7.0,1009,40
3381,278026,0060572965,9.0,1009,98
3382,278026,0061009059,8.0,1009,156
3383,278026,0061020028,8.0,1009,162
3384,278026,0061031410,8.0,1009,171
3386,278026,0061094129,8.0,1009,202
3387,278026,0312983433,8.0,1009,587
3388,278026,0345440064,8.0,1009,802
3391,278026,0380731851,5.0,1009,1078
3392,278026,0380820889,8.0,1009,1113
3394,278026,038533558X,9.0,1009,1165
3396,278026,0399142649,8.0,1009,1313
3399,278026,0440221048,8.0,1009,1559
3400,278026,0446527041,8.0,1009,1712
3402,278026,0446531588,5.0,1009,1722
3403,278026,0446610607,7.0,1009,1760
3405,278026,0446612510,8.0,1009,1767
3406,278026,0449006522,8.0,1009,1799
3407,278026,0449219364,6.0,1009,1826
3408,278026,0449221512,5.0,1009,1830
3409,278026,0449227545,3.0,1009,1836
3410,278026,0451179153,8.0,1009,1893
3411,278026,0451179897,6.0,1009,1894
3412,278026,0451188950,8.0,1009,1908
3413,278026,0451202473,7.0,1009,1917
3414,278026,0451204301,8.0,1009,1921
3415,278026,0451206525,8.0,1009,1931
3416,278026,0515125490,8.0,1009,2105
3417,278026,0515129038,5.0,1009,2108
3418,278026,0515130389,8.0,1009,2111
3419,278026,0515135968,8.0,1009,2127
3421,278026,0553582364,6.0,1009,2379
3422,278026,0671001795,8.0,1009,2556
3424,278026,0671658301,9.0,1009,2677
3425,278026,0671891537,9.0,1009,2759
3426,278026,0684810387,8.0,1009,2855
3427,278026,068815333X,7.0,1009,2905
3428,278026,0743206045,7.0,1009,2995
3429,278026,0743417836,5.0,1009,3030
3431,278026,0786889667,5.0,1009,3165
3433,278026,0805060251,7.0,1009,3234
3434,278026,0812528042,9.0,1009,3297
3437,278026,1551667517,7.0,1009,3712
3439,278026,1551669625,6.0,1009,3719
3445,278030,0805044272,8.0,1010,3227
3446,278034,0875847706,10.0,1011,3464
3449,278044,0061092800,7.0,1012,198
3456,278044,0525942998,6.0,1012,2162
3457,278044,0553564528,7.0,1012,2329
3459,278048,0316569321,7.0,1013,623
3460,278048,0345435168,5.0,1013,798
3464,278054,1842322753,2.0,1014,3906
3480,278056,0812571991,6.0,1015,3332
3483,278063,0452281253,7.0,1016,2032
3487,278064,0283073381,6.0,1017,464
3491,278064,0725107251,8.0,1017,2971
3496,278065,1882663128,8.0,1018,3944
3497,278066,0062737465,8.0,1019,232
3498,278069,0099244527,7.0,1020,263
3499,278070,0201354705,4.0,1021,450
3501,278075,044900371X,7.0,1022,1794
3502,278075,0452282152,8.0,1022,2035
3503,278079,0385486804,8.0,1023,1194
3504,278079,0440236053,5.0,1023,1593
3506,278085,0374270325,7.0,1024,950
3507,278089,0425076695,8.0,1025,1374
3511,278094,0761128093,8.0,1026,3084
3512,278095,0553210416,7.0,1027,2212
3515,278098,0307126293,10.0,1028,474
3519,278100,0425144062,8.0,1029,1404
3520,278100,0451160916,8.0,1029,1873
3522,278100,0812549287,2.0,1029,3322
3524,278106,0140244824,9.0,1030,319
3526,278107,0446605239,8.0,1031,1734
3527,278110,0671870998,8.0,1032,2750
3528,278111,0375412123,5.0,1033,970
3533,278112,0385472951,8.0,1034,1183
3534,278112,0440236665,7.0,1034,1597
3535,278112,0515118230,6.0,1034,2091
3538,278119,044661162X,9.0,1035,1764
3541,278122,0375727345,10.0,1036,1012
3545,278131,0060958022,8.0,1037,137
3546,278137,0060002492,7.0,1038,36
3549,278137,0061057894,9.0,1038,188
3551,278137,0140067647,9.0,1038,290
3552,278137,0140350144,8.0,1038,355
3554,278137,0310239826,8.0,1038,481
3555,278137,0312088027,8.0,1038,487
3559,278137,0345257596,9.0,1038,676
3561,278137,0345274695,8.0,1038,680
3563,278137,0345331044,8.0,1038,703
3564,278137,0345337662,7.0,1038,712
3569,278137,0373079001,8.0,1038,842
3572,278137,037308935X,8.0,1038,844
3573,278137,0373089376,9.0,1038,845
3574,278137,0373115377,8.0,1038,850
3575,278137,0373115431,8.0,1038,851
3582,278137,0374475067,9.0,1038,954
3583,278137,0380429780,9.0,1038,1043
3585,278137,0380600129,8.0,1038,1049
3586,278137,0380708655,6.0,1038,1056
3591,278137,0425065553,8.0,1038,1372
3593,278137,0425189082,9.0,1038,1466
3594,278137,0425194876,9.0,1038,1476
3596,278137,0440111188,8.0,1038,1519
3602,278137,0440844444,9.0,1038,1633
3603,278137,0440940001,8.0,1038,1636
3607,278137,0441094880,9.0,1038,1651
3610,278137,0446606812,7.0,1038,1740
3611,278137,0449209830,8.0,1038,1813
3613,278137,0449702634,6.0,1038,1848
3616,278137,0515094978,8.0,1038,2082
3618,278137,055325698X,8.0,1038,2239
3620,278137,0553287532,9.0,1038,2286
3623,278137,0590434160,7.0,1038,2445
3627,278137,0670894508,4.0,1038,2551
3629,278137,0671434225,8.0,1038,2624
3631,278137,0671525808,9.0,1038,2641
3638,278137,0671745093,7.0,1038,2719
3645,278137,0684846675,8.0,1038,2873
3646,278137,0802400086,8.0,1038,3190
3647,278137,0804106304,8.0,1038,3210
3649,278137,0812533518,8.0,1038,3310
3651,278137,0825428688,4.0,1038,3375
3652,278137,0842339337,9.0,1038,3405
3653,278137,0842354220,9.0,1038,3406
3655,278137,0879050470,2.0,1038,3482
3656,278137,088419597X,9.0,1038,3508
3658,278137,0895774011,8.0,1038,3589
3659,278137,0899669492,9.0,1038,3612
3662,278137,1556611536,9.0,1038,3733
3664,278137,1558744150,9.0,1038,3754
3665,278137,1558745017,8.0,1038,3756
3668,278137,1576739562,10.0,1038,3863
3670,278137,1582293031,9.0,1038,3876
3679,278139,325722575X,8.0,1039,4144
3680,278140,0590939882,8.0,1040,2502
3764,278148,0671010123,8.0,1041,2569
3768,278155,0330241117,9.0,1042,653
3769,278156,006107635X,5.0,1043,192
3770,278156,0743427033,7.0,1043,3039
3772,278159,0385318073,5.0,1044,1151
3773,278160,044022425X,8.0,1045,1570
3774,278161,0312870582,5.0,1046,550
3775,278162,059035342X,10.0,1047,2431
3776,278167,0671227718,8.0,1048,2617
3779,278168,0747530386,6.0,1049,3064
3781,278172,0380817144,7.0,1050,1106
3782,278176,0971880107,9.0,1051,3673
3784,278181,0374527075,9.0,1052,959
3785,278181,0399139087,7.0,1052,1306
3786,278183,0440324386,7.0,1053,1609
3787,278184,0425174360,7.0,1054,1430
3788,278185,0060198346,7.0,1055,69
3789,278185,0142000205,4.0,1055,392
3790,278185,0671038230,5.0,1055,2613
3796,278188,0156005891,8.0,1056,426
3801,278188,0316171565,7.0,1056,613
3817,278188,0373218192,7.0,1056,870
3818,278188,0373223218,4.0,1056,872
3819,278188,0373244487,6.0,1056,883
3822,278188,0373272898,6.0,1056,892
3823,278188,037327291X,5.0,1056,893
3825,278188,0373290861,7.0,1056,895
3827,278188,0373441762,4.0,1056,901
3828,278188,0373441851,6.0,1056,902
3831,278188,0373484003,7.0,1056,904
3834,278188,0373762380,4.0,1056,930
3858,278188,0440122090,4.0,1056,1521
3861,278188,044022103X,8.0,1056,1558
3862,278188,0440223571,9.0,1056,1568
3863,278188,0440225701,9.0,1056,1578
3873,278188,0446603589,9.0,1056,1729
3882,278188,0451180348,6.0,1056,1897
3888,278188,0515124621,8.0,1056,2103
3901,278188,0553574477,6.0,1056,2351
3906,278188,0590424939,7.0,1056,2438
3908,278188,0590424971,7.0,1056,2439
3913,278188,0590433474,7.0,1056,2443
3915,278188,0590433865,7.0,1056,2444
3917,278188,0590436414,7.0,1056,2446
3919,278188,0590436597,7.0,1056,2452
3921,278188,0590437216,7.0,1056,2453
3924,278188,0590439006,7.0,1056,2454
